,fertilizer,n,p,k
3102,NPK fertilizers,102.0,102,102
3103,NPK fertilizers,103.0,103,103
3104,NPK fertilizers,104.0,104,104
3105,NPK fertilizers,105.0,105,105
3106,NPK fertilizers,106.0,106,106
3107,NPK fertilizers,107.0,107,107
3108,NPK fertilizers,108.0,108,108
3109,NPK fertilizers,109.0,109,109
3110,NPK fertilizers,110.0,110,110
3111,NPK fertilizers,111.0,111,111
3112,NPK fertilizers,112.0,112,112
3113,NPK fertilizers,113.0,113,113
3114,NPK fertilizers,114.0,114,114
3115,NPK fertilizers,115.0,115,115
3116,NPK fertilizers,116.0,116,116
3117,NPK fertilizers,117.0,117,117
3118,NPK fertilizers,118.0,118,118
3119,NPK fertilizers,119.0,119,119
3120,NPK fertilizers,120.0,120,120
3121,NPK fertilizers,121.0,121,121
3122,NPK fertilizers,122.0,122,122
3123,NPK fertilizers,123.0,123,123
3124,NPK fertilizers,124.0,124,124
3125,NPK fertilizers,125.0,125,125
3126,NPK fertilizers,126.0,126,126
3127,NPK fertilizers,127.0,127,127
3128,NPK fertilizers,128.0,128,128
3129,NPK fertilizers,129.0,129,129
3130,NPK fertilizers,130.0,130,130
3131,NPK fertilizers,131.0,131,131
3132,NPK fertilizers,132.0,132,132
3133,NPK fertilizers,133.0,133,133
3134,NPK fertilizers,134.0,134,134
3135,NPK fertilizers,135.0,135,135
3136,NPK fertilizers,136.0,136,136
3137,NPK fertilizers,137.0,137,137
3138,NPK fertilizers,138.0,138,138
3139,NPK fertilizers,139.0,139,139
3140,NPK fertilizers,140.0,140,140
3141,NPK fertilizers,141.0,141,141
3142,NPK fertilizers,142.0,142,142
3143,NPK fertilizers,143.0,143,143
3144,NPK fertilizers,144.0,144,144
3145,NPK fertilizers,145.0,145,145
3146,NPK fertilizers,146.0,146,146
3147,NPK fertilizers,147.0,147,147
3148,NPK fertilizers,148.0,148,148
3149,NPK fertilizers,149.0,149,149
3150,NPK fertilizers,150.0,150,150
3151,NPK fertilizers,151.0,151,151
3152,NPK fertilizers,152.0,152,152
3153,NPK fertilizers,153.0,153,153
3154,NPK fertilizers,154.0,154,154
3155,NPK fertilizers,155.0,155,155
3156,NPK fertilizers,156.0,156,156
3157,NPK fertilizers,157.0,157,157
3158,NPK fertilizers,158.0,158,158
3159,NPK fertilizers,159.0,159,159
3160,NPK fertilizers,160.0,160,160
3161,NPK fertilizers,161.0,161,161
3162,NPK fertilizers,162.0,162,162
3163,NPK fertilizers,163.0,163,163
3164,NPK fertilizers,164.0,164,164
3165,NPK fertilizers,165.0,165,165
3166,NPK fertilizers,166.0,166,166
3167,NPK fertilizers,167.0,167,167
3168,NPK fertilizers,168.0,168,168
3169,NPK fertilizers,169.0,169,169
3170,NPK fertilizers,170.0,170,170
3171,NPK fertilizers,171.0,171,171
3172,NPK fertilizers,172.0,172,172
3173,NPK fertilizers,173.0,173,173
3174,NPK fertilizers,174.0,174,174
3175,NPK fertilizers,175.0,175,175
3176,NPK fertilizers,176.0,176,176
3177,NPK fertilizers,177.0,177,177
3178,NPK fertilizers,178.0,178,178
3179,NPK fertilizers,179.0,179,179
3180,NPK fertilizers,180.0,180,180
3181,NPK fertilizers,181.0,181,181
3182,NPK fertilizers,182.0,182,182
3183,NPK fertilizers,183.0,183,183
3184,NPK fertilizers,184.0,184,184
3185,NPK fertilizers,185.0,185,185
3186,NPK fertilizers,186.0,186,186
3187,NPK fertilizers,187.0,187,187
3188,NPK fertilizers,188.0,188,188
3189,NPK fertilizers,189.0,189,189
3190,NPK fertilizers,190.0,190,190
3191,NPK fertilizers,191.0,191,191
3192,NPK fertilizers,192.0,192,192
3193,NPK fertilizers,193.0,193,193
3194,NPK fertilizers,194.0,194,194
3195,NPK fertilizers,195.0,195,195
3196,NPK fertilizers,196.0,196,196
3197,NPK fertilizers,197.0,197,197
3198,NPK fertilizers,198.0,198,198
3199,NPK fertilizers,199.0,199,199
3200,Diammonium phosphate,0.0,0,0
3201,Diammonium phosphate,18.0,46,1
3202,Diammonium phosphate,36.0,92,2
3203,Diammonium phosphate,54.0,138,3
3204,Diammonium phosphate,72.0,184,4
3205,Diammonium phosphate,90.0,230,5
3206,Diammonium phosphate,108.0,276,6
3207,Diammonium phosphate,126.0,322,7
3208,Diammonium phosphate,144.0,368,8
3209,Diammonium phosphate,162.0,414,9
3210,Diammonium phosphate,180.0,460,10
3211,Diammonium phosphate,198.0,506,11
3212,Diammonium phosphate,216.0,552,12
3213,Diammonium phosphate,234.0,598,13
3214,Diammonium phosphate,252.0,644,14
3215,Diammonium phosphate,270.0,690,15
3216,Diammonium phosphate,288.0,736,16
3217,Diammonium phosphate,306.0,782,17
3218,Diammonium phosphate,324.0,828,18
3219,Diammonium phosphate,342.0,874,19
3220,Diammonium phosphate,360.0,920,20
3221,Diammonium phosphate,378.0,966,21
3222,Diammonium phosphate,396.0,1012,22
3223,Diammonium phosphate,414.0,1058,23
3224,Diammonium phosphate,432.0,1104,24
3225,Diammonium phosphate,450.0,1150,25
3226,Diammonium phosphate,468.0,1196,26
3227,Diammonium phosphate,486.0,1242,27
3228,Diammonium phosphate,504.0,1288,28
3229,Diammonium phosphate,522.0,1334,29
3230,Diammonium phosphate,540.0,1380,30
3231,Diammonium phosphate,558.0,1426,31
3232,Diammonium phosphate,576.0,1472,32
3233,Diammonium phosphate,594.0,1518,33
3234,Diammonium phosphate,612.0,1564,34
3235,Diammonium phosphate,630.0,1610,35
3236,Diammonium phosphate,648.0,1656,36
3237,Diammonium phosphate,666.0,1702,37
3238,Diammonium phosphate,684.0,1748,38
3239,Diammonium phosphate,702.0,1794,39
3240,Diammonium phosphate,720.0,1840,40
3241,Diammonium phosphate,738.0,1886,41
3242,Diammonium phosphate,756.0,1932,42
3243,Diammonium phosphate,774.0,1978,43
3244,Diammonium phosphate,792.0,2024,44
3245,Diammonium phosphate,810.0,2070,45
3246,Diammonium phosphate,828.0,2116,46
3247,Diammonium phosphate,846.0,2162,47
3248,Diammonium phosphate,864.0,2208,48
3249,Diammonium phosphate,882.0,2254,49
3250,Diammonium phosphate,900.0,2300,50
3251,Diammonium phosphate,918.0,2346,51
3252,Diammonium phosphate,936.0,2392,52
3253,Diammonium phosphate,954.0,2438,53
3254,Diammonium phosphate,972.0,2484,54
3255,Diammonium phosphate,990.0,2530,55
3256,Diammonium phosphate,1008.0,2576,56
3257,Diammonium phosphate,1026.0,2622,57
3258,Diammonium phosphate,1044.0,2668,58
3259,Diammonium phosphate,1062.0,2714,59
3260,Diammonium phosphate,1080.0,2760,60
3261,Diammonium phosphate,1098.0,2806,61
3262,Diammonium phosphate,1116.0,2852,62
3263,Diammonium phosphate,1134.0,2898,63
3264,Diammonium phosphate,1152.0,2944,64
3265,Diammonium phosphate,1170.0,2990,65
3266,Diammonium phosphate,1188.0,3036,66
3267,Diammonium phosphate,1206.0,3082,67
3268,Diammonium phosphate,1224.0,3128,68
3269,Diammonium phosphate,1242.0,3174,69
3270,Diammonium phosphate,1260.0,3220,70
3271,Diammonium phosphate,1278.0,3266,71
3272,Diammonium phosphate,1296.0,3312,72
3273,Diammonium phosphate,1314.0,3358,73
3274,Diammonium phosphate,1332.0,3404,74
3275,Diammonium phosphate,1350.0,3450,75
3276,Diammonium phosphate,1368.0,3496,76
3277,Diammonium phosphate,1386.0,3542,77
3278,Diammonium phosphate,1404.0,3588,78
3279,Diammonium phosphate,1422.0,3634,79
3280,Diammonium phosphate,1440.0,3680,80
3281,Diammonium phosphate,1458.0,3726,81
3282,Diammonium phosphate,1476.0,3772,82
3283,Diammonium phosphate,1494.0,3818,83
3284,Diammonium phosphate,1512.0,3864,84
3285,Diammonium phosphate,1530.0,3910,85
3286,Diammonium phosphate,1548.0,3956,86
3287,Diammonium phosphate,1566.0,4002,87
3288,Diammonium phosphate,1584.0,4048,88
3289,Diammonium phosphate,1602.0,4094,89
3290,Diammonium phosphate,1620.0,4140,90
3291,Diammonium phosphate,1638.0,4186,91
3292,Diammonium phosphate,1656.0,4232,92
3293,Diammonium phosphate,1674.0,4278,93
3294,Diammonium phosphate,1692.0,4324,94
3295,Diammonium phosphate,1710.0,4370,95
3296,Diammonium phosphate,1728.0,4416,96
3297,Diammonium phosphate,1746.0,4462,97
3298,Diammonium phosphate,1764.0,4508,98
3299,Diammonium phosphate,1782.0,4554,99
3300,Diammonium phosphate,1800.0,4600,100
3301,Diammonium phosphate,1818.0,4646,101
3302,Diammonium phosphate,1836.0,4692,102
3303,Diammonium phosphate,1854.0,4738,103
3304,Diammonium phosphate,1872.0,4784,104
3305,Diammonium phosphate,1890.0,4830,105
3306,Diammonium phosphate,1908.0,4876,106
3307,Diammonium phosphate,1926.0,4922,107
3308,Diammonium phosphate,1944.0,4968,108
3309,Diammonium phosphate,1962.0,5014,109
3310,Diammonium phosphate,1980.0,5060,110
3311,Diammonium phosphate,1998.0,5106,111
3312,Diammonium phosphate,2016.0,5152,112
3313,Diammonium phosphate,2034.0,5198,113
3314,Diammonium phosphate,2052.0,5244,114
3315,Diammonium phosphate,2070.0,5290,115
3316,Diammonium phosphate,2088.0,5336,116
3317,Diammonium phosphate,2106.0,5382,117
3318,Diammonium phosphate,2124.0,5428,118
3319,Diammonium phosphate,2142.0,5474,119
3320,Diammonium phosphate,2160.0,5520,120
3321,Diammonium phosphate,2178.0,5566,121
3322,Diammonium phosphate,2196.0,5612,122
3323,Diammonium phosphate,2214.0,5658,123
3324,Diammonium phosphate,2232.0,5704,124
3325,Diammonium phosphate,2250.0,5750,125
3326,Diammonium phosphate,2268.0,5796,126
3327,Diammonium phosphate,2286.0,5842,127
3328,Diammonium phosphate,2304.0,5888,128
3329,Diammonium phosphate,2322.0,5934,129
3330,Diammonium phosphate,2340.0,5980,130
3331,Diammonium phosphate,2358.0,6026,131
3332,Diammonium phosphate,2376.0,6072,132
3333,Diammonium phosphate,2394.0,6118,133
3334,Diammonium phosphate,2412.0,6164,134
3335,Diammonium phosphate,2430.0,6210,135
3336,Diammonium phosphate,2448.0,6256,136
3337,Diammonium phosphate,2466.0,6302,137
3338,Diammonium phosphate,2484.0,6348,138
3339,Diammonium phosphate,2502.0,6394,139
3340,Diammonium phosphate,2520.0,6440,140
3341,Diammonium phosphate,2538.0,6486,141
3342,Diammonium phosphate,2556.0,6532,142
3343,Diammonium phosphate,2574.0,6578,143
3344,Diammonium phosphate,2592.0,6624,144
3345,Diammonium phosphate,2610.0,6670,145
3346,Diammonium phosphate,2628.0,6716,146
3347,Diammonium phosphate,2646.0,6762,147
3348,Diammonium phosphate,2664.0,6808,148
3349,Diammonium phosphate,2682.0,6854,149
3350,Diammonium phosphate,2700.0,6900,150
3351,Diammonium phosphate,2718.0,6946,151
3352,Diammonium phosphate,2736.0,6992,152
3353,Diammonium phosphate,2754.0,7038,153
3354,Diammonium phosphate,2772.0,7084,154
3355,Diammonium phosphate,2790.0,7130,155
3356,Diammonium phosphate,2808.0,7176,156
3357,Diammonium phosphate,2826.0,7222,157
3358,Diammonium phosphate,2844.0,7268,158
3359,Diammonium phosphate,2862.0,7314,159
3360,Diammonium phosphate,2880.0,7360,160
3361,Diammonium phosphate,2898.0,7406,161
3362,Diammonium phosphate,2916.0,7452,162
3363,Diammonium phosphate,2934.0,7498,163
3364,Diammonium phosphate,2952.0,7544,164
3365,Diammonium phosphate,2970.0,7590,165
3366,Diammonium phosphate,2988.0,7636,166
3367,Diammonium phosphate,3006.0,7682,167
3368,Diammonium phosphate,3024.0,7728,168
3369,Diammonium phosphate,3042.0,7774,169
3370,Diammonium phosphate,3060.0,7820,170
3371,Diammonium phosphate,3078.0,7866,171
3372,Diammonium phosphate,3096.0,7912,172
3373,Diammonium phosphate,3114.0,7958,173
3374,Diammonium phosphate,3132.0,8004,174
3375,Diammonium phosphate,3150.0,8050,175
3376,Diammonium phosphate,3168.0,8096,176
3377,Diammonium phosphate,3186.0,8142,177
3378,Diammonium phosphate,3204.0,8188,178
3379,Diammonium phosphate,3222.0,8234,179
3380,Diammonium phosphate,3240.0,8280,180
3381,Diammonium phosphate,3258.0,8326,181
3382,Diammonium phosphate,3276.0,8372,182
3383,Diammonium phosphate,3294.0,8418,183
3384,Diammonium phosphate,3312.0,8464,184
3385,Diammonium phosphate,3330.0,8510,185
3386,Diammonium phosphate,3348.0,8556,186
3387,Diammonium phosphate,3366.0,8602,187
3388,Diammonium phosphate,3384.0,8648,188
3389,Diammonium phosphate,3402.0,8694,189
3390,Diammonium phosphate,3420.0,8740,190
3391,Diammonium phosphate,3438.0,8786,191
3392,Diammonium phosphate,3456.0,8832,192
3393,Diammonium phosphate,3474.0,8878,193
3394,Diammonium phosphate,3492.0,8924,194
3395,Diammonium phosphate,3510.0,8970,195
3396,Diammonium phosphate,3528.0,9016,196
3397,Diammonium phosphate,3546.0,9062,197
3398,Diammonium phosphate,3564.0,9108,198
3399,Diammonium phosphate,3582.0,9154,199
3400,Monoammonium phosphate,0.0,0,0
3401,Monoammonium phosphate,11.0,48,1
3402,Monoammonium phosphate,22.0,96,2
3403,Monoammonium phosphate,33.0,144,3
3404,Monoammonium phosphate,44.0,192,4
3405,Monoammonium phosphate,55.0,240,5
3406,Monoammonium phosphate,66.0,288,6
3407,Monoammonium phosphate,77.0,336,7
3408,Monoammonium phosphate,88.0,384,8
3409,Monoammonium phosphate,99.0,432,9
3410,Monoammonium phosphate,110.0,480,10
3411,Monoammonium phosphate,121.0,528,11
3412,Monoammonium phosphate,132.0,576,12
3413,Monoammonium phosphate,143.0,624,13
3414,Monoammonium phosphate,154.0,672,14
3415,Monoammonium phosphate,165.0,720,15
3416,Monoammonium phosphate,176.0,768,16
3417,Monoammonium phosphate,187.0,816,17
3418,Monoammonium phosphate,198.0,864,18
3419,Monoammonium phosphate,209.0,912,19
3420,Monoammonium phosphate,220.0,960,20
3421,Monoammonium phosphate,231.0,1008,21
3422,Monoammonium phosphate,242.0,1056,22
3423,Monoammonium phosphate,253.0,1104,23
3424,Monoammonium phosphate,264.0,1152,24
3425,Monoammonium phosphate,275.0,1200,25
3426,Monoammonium phosphate,286.0,1248,26
3427,Monoammonium phosphate,297.0,1296,27
3428,Monoammonium phosphate,308.0,1344,28
3429,Monoammonium phosphate,319.0,1392,29
3430,Monoammonium phosphate,330.0,1440,30
3431,Monoammonium phosphate,341.0,1488,31
3432,Monoammonium phosphate,352.0,1536,32
3433,Monoammonium phosphate,363.0,1584,33
3434,Monoammonium phosphate,374.0,1632,34
3435,Monoammonium phosphate,385.0,1680,35
3436,Monoammonium phosphate,396.0,1728,36
3437,Monoammonium phosphate,407.0,1776,37
3438,Monoammonium phosphate,418.0,1824,38
3439,Monoammonium phosphate,429.0,1872,39
3440,Monoammonium phosphate,440.0,1920,40
3441,Monoammonium phosphate,451.0,1968,41
3442,Monoammonium phosphate,462.0,2016,42
3443,Monoammonium phosphate,473.0,2064,43
3444,Monoammonium phosphate,484.0,2112,44
3445,Monoammonium phosphate,495.0,2160,45
3446,Monoammonium phosphate,506.0,2208,46
3447,Monoammonium phosphate,517.0,2256,47
3448,Monoammonium phosphate,528.0,2304,48
3449,Monoammonium phosphate,539.0,2352,49
3450,Monoammonium phosphate,550.0,2400,50
3451,Monoammonium phosphate,561.0,2448,51
3452,Monoammonium phosphate,572.0,2496,52
3453,Monoammonium phosphate,583.0,2544,53
3454,Monoammonium phosphate,594.0,2592,54
3455,Monoammonium phosphate,605.0,2640,55
3456,Monoammonium phosphate,616.0,2688,56
3457,Monoammonium phosphate,627.0,2736,57
3458,Monoammonium phosphate,638.0,2784,58
3459,Monoammonium phosphate,649.0,2832,59
3460,Monoammonium phosphate,660.0,2880,60
3461,Monoammonium phosphate,671.0,2928,61
3462,Monoammonium phosphate,682.0,2976,62
3463,Monoammonium phosphate,693.0,3024,63
3464,Monoammonium phosphate,704.0,3072,64
3465,Monoammonium phosphate,715.0,3120,65
3466,Monoammonium phosphate,726.0,3168,66
3467,Monoammonium phosphate,737.0,3216,67
3468,Monoammonium phosphate,748.0,3264,68
3469,Monoammonium phosphate,759.0,3312,69
3470,Monoammonium phosphate,770.0,3360,70
3471,Monoammonium phosphate,781.0,3408,71
3472,Monoammonium phosphate,792.0,3456,72
3473,Monoammonium phosphate,803.0,3504,73
3474,Monoammonium phosphate,814.0,3552,74
3475,Monoammonium phosphate,825.0,3600,75
3476,Monoammonium phosphate,836.0,3648,76
3477,Monoammonium phosphate,847.0,3696,77
3478,Monoammonium phosphate,858.0,3744,78
3479,Monoammonium phosphate,869.0,3792,79
3480,Monoammonium phosphate,880.0,3840,80
3481,Monoammonium phosphate,891.0,3888,81
3482,Monoammonium phosphate,902.0,3936,82
3483,Monoammonium phosphate,913.0,3984,83
3484,Monoammonium phosphate,924.0,4032,84
3485,Monoammonium phosphate,935.0,4080,85
3486,Monoammonium phosphate,946.0,4128,86
3487,Monoammonium phosphate,957.0,4176,87
3488,Monoammonium phosphate,968.0,4224,88
3489,Monoammonium phosphate,979.0,4272,89
3490,Monoammonium phosphate,990.0,4320,90
3491,Monoammonium phosphate,1001.0,4368,91
3492,Monoammonium phosphate,1012.0,4416,92
3493,Monoammonium phosphate,1023.0,4464,93
3494,Monoammonium phosphate,1034.0,4512,94
3495,Monoammonium phosphate,1045.0,4560,95
3496,Monoammonium phosphate,1056.0,4608,96
3497,Monoammonium phosphate,1067.0,4656,97
3498,Monoammonium phosphate,1078.0,4704,98
3499,Monoammonium phosphate,1089.0,4752,99
3500,Monoammonium phosphate,1100.0,4800,100
3501,Monoammonium phosphate,1111.0,4848,101
3502,Monoammonium phosphate,1122.0,4896,102
3503,Monoammonium phosphate,1133.0,4944,103
3504,Monoammonium phosphate,1144.0,4992,104
3505,Monoammonium phosphate,1155.0,5040,105
3506,Monoammonium phosphate,1166.0,5088,106
3507,Monoammonium phosphate,1177.0,5136,107
3508,Monoammonium phosphate,1188.0,5184,108
3509,Monoammonium phosphate,1199.0,5232,109
3510,Monoammonium phosphate,1210.0,5280,110
3511,Monoammonium phosphate,1221.0,5328,111
3512,Monoammonium phosphate,1232.0,5376,112
3513,Monoammonium phosphate,1243.0,5424,113
3514,Monoammonium phosphate,1254.0,5472,114
3515,Monoammonium phosphate,1265.0,5520,115
3516,Monoammonium phosphate,1276.0,5568,116
3517,Monoammonium phosphate,1287.0,5616,117
3518,Monoammonium phosphate,1298.0,5664,118
3519,Monoammonium phosphate,1309.0,5712,119
3520,Monoammonium phosphate,1320.0,5760,120
3521,Monoammonium phosphate,1331.0,5808,121
3522,Monoammonium phosphate,1342.0,5856,122
3523,Monoammonium phosphate,1353.0,5904,123
3524,Monoammonium phosphate,1364.0,5952,124
3525,Monoammonium phosphate,1375.0,6000,125
3526,Monoammonium phosphate,1386.0,6048,126
3527,Monoammonium phosphate,1397.0,6096,127
3528,Monoammonium phosphate,1408.0,6144,128
3529,Monoammonium phosphate,1419.0,6192,129
3530,Monoammonium phosphate,1430.0,6240,130
3531,Monoammonium phosphate,1441.0,6288,131
3532,Monoammonium phosphate,1452.0,6336,132
3533,Monoammonium phosphate,1463.0,6384,133
3534,Monoammonium phosphate,1474.0,6432,134
3535,Monoammonium phosphate,1485.0,6480,135
3536,Monoammonium phosphate,1496.0,6528,136
3537,Monoammonium phosphate,1507.0,6576,137
3538,Monoammonium phosphate,1518.0,6624,138
3539,Monoammonium phosphate,1529.0,6672,139
3540,Monoammonium phosphate,1540.0,6720,140
3541,Monoammonium phosphate,1551.0,6768,141
3542,Monoammonium phosphate,1562.0,6816,142
3543,Monoammonium phosphate,1573.0,6864,143
3544,Monoammonium phosphate,1584.0,6912,144
3545,Monoammonium phosphate,1595.0,6960,145
3546,Monoammonium phosphate,1606.0,7008,146
3547,Monoammonium phosphate,1617.0,7056,147
3548,Monoammonium phosphate,1628.0,7104,148
3549,Monoammonium phosphate,1639.0,7152,149
3550,Monoammonium phosphate,1650.0,7200,150
3551,Monoammonium phosphate,1661.0,7248,151
3552,Monoammonium phosphate,1672.0,7296,152
3553,Monoammonium phosphate,1683.0,7344,153
3554,Monoammonium phosphate,1694.0,7392,154
3555,Monoammonium phosphate,1705.0,7440,155
3556,Monoammonium phosphate,1716.0,7488,156
3557,Monoammonium phosphate,1727.0,7536,157
3558,Monoammonium phosphate,1738.0,7584,158
3559,Monoammonium phosphate,1749.0,7632,159
3560,Monoammonium phosphate,1760.0,7680,160
3561,Monoammonium phosphate,1771.0,7728,161
3562,Monoammonium phosphate,1782.0,7776,162
3563,Monoammonium phosphate,1793.0,7824,163
3564,Monoammonium phosphate,1804.0,7872,164
3565,Monoammonium phosphate,1815.0,7920,165
3566,Monoammonium phosphate,1826.0,7968,166
3567,Monoammonium phosphate,1837.0,8016,167
3568,Monoammonium phosphate,1848.0,8064,168
3569,Monoammonium phosphate,1859.0,8112,169
3570,Monoammonium phosphate,1870.0,8160,170
3571,Monoammonium phosphate,1881.0,8208,171
3572,Monoammonium phosphate,1892.0,8256,172
3573,Monoammonium phosphate,1903.0,8304,173
3574,Monoammonium phosphate,1914.0,8352,174
3575,Monoammonium phosphate,1925.0,8400,175
3576,Monoammonium phosphate,1936.0,8448,176
3577,Monoammonium phosphate,1947.0,8496,177
3578,Monoammonium phosphate,1958.0,8544,178
3579,Monoammonium phosphate,1969.0,8592,179
3580,Monoammonium phosphate,1980.0,8640,180
3581,Monoammonium phosphate,1991.0,8688,181
3582,Monoammonium phosphate,2002.0,8736,182
3583,Monoammonium phosphate,2013.0,8784,183
3584,Monoammonium phosphate,2024.0,8832,184
3585,Monoammonium phosphate,2035.0,8880,185
3586,Monoammonium phosphate,2046.0,8928,186
3587,Monoammonium phosphate,2057.0,8976,187
3588,Monoammonium phosphate,2068.0,9024,188
3589,Monoammonium phosphate,2079.0,9072,189
3590,Monoammonium phosphate,2090.0,9120,190
3591,Monoammonium phosphate,2101.0,9168,191
3592,Monoammonium phosphate,2112.0,9216,192
3593,Monoammonium phosphate,2123.0,9264,193
3594,Monoammonium phosphate,2134.0,9312,194
3595,Monoammonium phosphate,2145.0,9360,195
3596,Monoammonium phosphate,2156.0,9408,196
3597,Monoammonium phosphate,2167.0,9456,197
3598,Monoammonium phosphate,2178.0,9504,198
3599,Monoammonium phosphate,2189.0,9552,199
3600,Other NP compounds,0.0,0,0
3601,Other NP compounds,1.0,1,1
3602,Other NP compounds,2.0,2,2
3603,Other NP compounds,3.0,3,3
3604,Other NP compounds,4.0,4,4
3605,Other NP compounds,5.0,5,5
3606,Other NP compounds,6.0,6,6
3607,Other NP compounds,7.0,7,7
3608,Other NP compounds,8.0,8,8
3609,Other NP compounds,9.0,9,9
3610,Other NP compounds,10.0,10,10
3611,Other NP compounds,11.0,11,11
3612,Other NP compounds,12.0,12,12
3613,Other NP compounds,13.0,13,13
3614,Other NP compounds,14.0,14,14
3615,Other NP compounds,15.0,15,15
3616,Other NP compounds,16.0,16,16
3617,Other NP compounds,17.0,17,17
3618,Other NP compounds,18.0,18,18
3619,Other NP compounds,19.0,19,19
3620,Other NP compounds,20.0,20,20
3621,Other NP compounds,21.0,21,21
3622,Other NP compounds,22.0,22,22
3623,Other NP compounds,23.0,23,23
3624,Other NP compounds,24.0,24,24
3625,Other NP compounds,25.0,25,25
3626,Other NP compounds,26.0,26,26
3627,Other NP compounds,27.0,27,27
3628,Other NP compounds,28.0,28,28
3629,Other NP compounds,29.0,29,29
3630,Other NP compounds,30.0,30,30
3631,Other NP compounds,31.0,31,31
3632,Other NP compounds,32.0,32,32
3633,Other NP compounds,33.0,33,33
3634,Other NP compounds,34.0,34,34
3635,Other NP compounds,35.0,35,35
3636,Other NP compounds,36.0,36,36
3637,Other NP compounds,37.0,37,37
3638,Other NP compounds,38.0,38,38
3639,Other NP compounds,39.0,39,39
3640,Other NP compounds,40.0,40,40
3641,Other NP compounds,41.0,41,41
3642,Other NP compounds,42.0,42,42
3643,Other NP compounds,43.0,43,43
3644,Other NP compounds,44.0,44,44
3645,Other NP compounds,45.0,45,45
3646,Other NP compounds,46.0,46,46
3647,Other NP compounds,47.0,47,47
3648,Other NP compounds,48.0,48,48
3649,Other NP compounds,49.0,49,49
3650,Other NP compounds,50.0,50,50
3651,Other NP compounds,51.0,51,51
3652,Other NP compounds,52.0,52,52
3653,Other NP compounds,53.0,53,53
3654,Other NP compounds,54.0,54,54
3655,Other NP compounds,55.0,55,55
3656,Other NP compounds,56.0,56,56
3657,Other NP compounds,57.0,57,57
3658,Other NP compounds,58.0,58,58
3659,Other NP compounds,59.0,59,59
3660,Other NP compounds,60.0,60,60
3661,Other NP compounds,61.0,61,61
3662,Other NP compounds,62.0,62,62
3663,Other NP compounds,63.0,63,63
3664,Other NP compounds,64.0,64,64
3665,Other NP compounds,65.0,65,65
3666,Other NP compounds,66.0,66,66
3667,Other NP compounds,67.0,67,67
3668,Other NP compounds,68.0,68,68
3669,Other NP compounds,69.0,69,69
3670,Other NP compounds,70.0,70,70
3671,Other NP compounds,71.0,71,71
3672,Other NP compounds,72.0,72,72
3673,Other NP compounds,73.0,73,73
3674,Other NP compounds,74.0,74,74
3675,Other NP compounds,75.0,75,75
3676,Other NP compounds,76.0,76,76
3677,Other NP compounds,77.0,77,77
3678,Other NP compounds,78.0,78,78
3679,Other NP compounds,79.0,79,79
3680,Other NP compounds,80.0,80,80
3681,Other NP compounds,81.0,81,81
3682,Other NP compounds,82.0,82,82
3683,Other NP compounds,83.0,83,83
3684,Other NP compounds,84.0,84,84
3685,Other NP compounds,85.0,85,85
3686,Other NP compounds,86.0,86,86
3687,Other NP compounds,87.0,87,87
3688,Other NP compounds,88.0,88,88
3689,Other NP compounds,89.0,89,89
3690,Other NP compounds,90.0,90,90
3691,Other NP compounds,91.0,91,91
3692,Other NP compounds,92.0,92,92
3693,Other NP compounds,93.0,93,93
3694,Other NP compounds,94.0,94,94
3695,Other NP compounds,95.0,95,95
3696,Other NP compounds,96.0,96,96
3697,Other NP compounds,97.0,97,97
3698,Other NP compounds,98.0,98,98
3699,Other NP compounds,99.0,99,99
3700,Other NP compounds,100.0,100,100
3701,Other NP compounds,101.0,101,101
3702,Other NP compounds,102.0,102,102
3703,Other NP compounds,103.0,103,103
3704,Other NP compounds,104.0,104,104
3705,Other NP compounds,105.0,105,105
3706,Other NP compounds,106.0,106,106
3707,Other NP compounds,107.0,107,107
3708,Other NP compounds,108.0,108,108
3709,Other NP compounds,109.0,109,109
3710,Other NP compounds,110.0,110,110
3711,Other NP compounds,111.0,111,111
3712,Other NP compounds,112.0,112,112
3713,Other NP compounds,113.0,113,113
3714,Other NP compounds,114.0,114,114
3715,Other NP compounds,115.0,115,115
3716,Other NP compounds,116.0,116,116
3717,Other NP compounds,117.0,117,117
3718,Other NP compounds,118.0,118,118
3719,Other NP compounds,119.0,119,119
3720,Other NP compounds,120.0,120,120
3721,Other NP compounds,121.0,121,121
3722,Other NP compounds,122.0,122,122
3723,Other NP compounds,123.0,123,123
3724,Other NP compounds,124.0,124,124
3725,Other NP compounds,125.0,125,125
3726,Other NP compounds,126.0,126,126
3727,Other NP compounds,127.0,127,127
3728,Other NP compounds,128.0,128,128
3729,Other NP compounds,129.0,129,129
3730,Other NP compounds,130.0,130,130
3731,Other NP compounds,131.0,131,131
3732,Other NP compounds,132.0,132,132
3733,Other NP compounds,133.0,133,133
3734,Other NP compounds,134.0,134,134
3735,Other NP compounds,135.0,135,135
3736,Other NP compounds,136.0,136,136
3737,Other NP compounds,137.0,137,137
3738,Other NP compounds,138.0,138,138
3739,Other NP compounds,139.0,139,139
3740,Other NP compounds,140.0,140,140
3741,Other NP compounds,141.0,141,141
3742,Other NP compounds,142.0,142,142
3743,Other NP compounds,143.0,143,143
3744,Other NP compounds,144.0,144,144
3745,Other NP compounds,145.0,145,145
3746,Other NP compounds,146.0,146,146
3747,Other NP compounds,147.0,147,147
